,County Code,Year,target_state,State,County,Population,Total Deaths By Overdose
9940,22015.0,2013.0,1,LA,Bossier Parish,124021.0,15.0
9943,22017.0,2013.0,1,LA,Caddo Parish,255127.0,22.0
9946,22019.0,2013.0,1,LA,Calcasieu Parish,195492.0,19.0
9955,22033.0,2013.0,1,LA,East Baton Rouge Parish,444181.0,52.0
9963,22045.0,2013.0,1,LA,Iberia Parish,73839.0,19.0
9967,22051.0,2013.0,1,LA,Jefferson Parish,434264.0,118.0
9971,22055.0,2013.0,1,LA,Lafayette Parish,231471.0,26.0
9973,22057.0,2013.0,1,LA,Lafourche Parish,97276.0,14.0
9976,22063.0,2013.0,1,LA,Livingston Parish,133668.0,36.0
9981,22071.0,2013.0,1,LA,Orleans Parish,378637.0,113.0
9984,22073.0,2013.0,1,LA,Ouachita Parish,156062.0,17.0
9989,22079.0,2013.0,1,LA,Rapides Parish,132322.0,14.0
9995,22087.0,2013.0,1,LA,St. Bernard Parish,43430.0,15.0
9997,22089.0,2013.0,1,LA,St. Charles Parish,52614.0,14.0
10005,22103.0,2013.0,1,LA,St. Tammany Parish,241953.0,66.0
10007,22105.0,2013.0,1,LA,Tangipahoa Parish,125520.0,20.0
10010,22109.0,2013.0,1,LA,Terrebonne Parish,112707.0,22.0
10037,28033.0,2013.0,1,MS,DeSoto County,168370.0,11.0
10044,28045.0,2013.0,1,MS,Hancock County,45522.0,16.0
10046,28047.0,2013.0,1,MS,Harrison County,196134.0,44.0
10054,28059.0,2013.0,1,MS,Jackson County,140324.0,25.0
10081,28109.0,2013.0,1,MS,Pearl River County,54833.0,15.0
10088,28121.0,2013.0,1,MS,Rankin County,147321.0,10.0
10119,40017.0,2013.0,1,OK,Canadian County,125943.0,14.0
10122,40019.0,2013.0,1,OK,Carter County,48465.0,15.0
10124,40021.0,2013.0,1,OK,Cherokee County,47870.0,12.0
10128,40027.0,2013.0,1,OK,Cleveland County,269860.0,39.0
10132,40031.0,2013.0,1,OK,Comanche County,124949.0,10.0
10137,40037.0,2013.0,1,OK,Creek County,70575.0,13.0
10144,40047.0,2013.0,1,OK,Garfield County,62370.0,11.0
10161,40079.0,2013.0,1,OK,Le Flore County,50301.0,11.0
10173,40101.0,2013.0,1,OK,Muskogee County,70172.0,14.0
10178,40109.0,2013.0,1,OK,Oklahoma County,756187.0,167.0
10190,40125.0,2013.0,1,OK,Pottawatomie County,70906.0,13.0
10197,40135.0,2013.0,1,OK,Sequoyah County,41814.0,16.0
10202,40143.0,2013.0,1,OK,Tulsa County,623705.0,121.0
10206,40145.0,2013.0,1,OK,Wagoner County,75654.0,18.0
10223,48021.0,2013.0,1,TX,Bastrop County,75814.0,10.0
10227,48027.0,2013.0,1,TX,Bell County,327028.0,19.0
10230,48029.0,2013.0,1,TX,Bexar County,1821328.0,175.0
10237,48039.0,2013.0,1,TX,Brazoria County,329890.0,26.0
10264,48085.0,2013.0,1,TX,Collin County,856398.0,59.0
10282,48113.0,2013.0,1,TX,Dallas County,2484486.0,247.0
10292,48121.0,2013.0,1,TX,Denton County,728624.0,43.0
10301,48135.0,2013.0,1,TX,Ector County,149656.0,16.0
10306,48141.0,2013.0,1,TX,El Paso County,830864.0,62.0
10316,48157.0,2013.0,1,TX,Fort Bend County,651847.0,15.0
10323,48167.0,2013.0,1,TX,Galveston County,306589.0,37.0
10332,48181.0,2013.0,1,TX,Grayson County,122362.0,18.0
10345,48201.0,2013.0,1,TX,Harris County,4353187.0,422.0
10354,48209.0,2013.0,1,TX,Hays County,176035.0,10.0
10359,48215.0,2013.0,1,TX,Hidalgo County,818619.0,30.0
10364,48221.0,2013.0,1,TX,Hood County,52860.0,10.0
10370,48231.0,2013.0,1,TX,Hunt County,87429.0,10.0
10378,48245.0,2013.0,1,TX,Jefferson County,253079.0,25.0
10383,48251.0,2013.0,1,TX,Johnson County,154535.0,11.0
10387,48257.0,2013.0,1,TX,Kaufman County,108248.0,11.0
10408,48303.0,2013.0,1,TX,Lubbock County,289515.0,29.0
10413,48309.0,2013.0,1,TX,McLennan County,241443.0,11.0
10425,48329.0,2013.0,1,TX,Midland County,152356.0,17.0
10432,48339.0,2013.0,1,TX,Montgomery County,498392.0,41.0
10442,48355.0,2013.0,1,TX,Nueces County,352946.0,53.0
10447,48361.0,2013.0,1,TX,Orange County,82811.0,10.0
10455,48375.0,2013.0,1,TX,Potter County,122127.0,15.0
10481,48423.0,2013.0,1,TX,Smith County,216475.0,17.0
10490,48439.0,2013.0,1,TX,Tarrant County,1912767.0,138.0
10495,48441.0,2013.0,1,TX,Taylor County,133927.0,10.0
10503,48453.0,2013.0,1,TX,Travis County,1122248.0,153.0
10514,48469.0,2013.0,1,TX,Victoria County,90066.0,14.0
10520,48479.0,2013.0,1,TX,Webb County,264430.0,29.0
10525,48485.0,2013.0,1,TX,Wichita County,132192.0,16.0
10530,48491.0,2013.0,1,TX,Williamson County,470017.0,34.0
10541,53015.0,2013.0,1,WA,Cowlitz County,101483.0,21.0
10550,53027.0,2013.0,1,WA,Grays Harbor County,71046.0,12.0
10555,53033.0,2013.0,1,WA,King County,2047223.0,276.0
10560,53035.0,2013.0,1,WA,Kitsap County,252401.0,16.0
10568,53045.0,2013.0,1,WA,Mason County,60474.0,10.0
10575,53053.0,2013.0,1,WA,Pierce County,821012.0,122.0
10580,53057.0,2013.0,1,WA,Skagit County,118255.0,23.0
10584,53061.0,2013.0,1,WA,Snohomish County,744112.0,126.0
10591,55009.0,2013.0,1,WI,Brown County,254211.0,18.0
10599,55021.0,2013.0,1,WI,Columbia County,56581.0,10.0
10602,55025.0,2013.0,1,WI,Dane County,509762.0,88.0
10606,55027.0,2013.0,1,WI,Dodge County,87933.0,12.0
10625,55059.0,2013.0,1,WI,Kenosha County,167300.0,39.0
10628,55063.0,2013.0,1,WI,La Crosse County,116881.0,11.0
10641,55079.0,2013.0,1,WI,Milwaukee County,957443.0,214.0
10642,55101.0,2013.0,1,WI,Racine County,194680.0,30.0
10646,55127.0,2013.0,1,WI,Walworth County,102793.0,14.0
10649,55131.0,2013.0,1,WI,Washington County,132929.0,19.0
10652,55133.0,2013.0,1,WI,Waukesha County,394147.0,39.0
10658,55139.0,2013.0,1,WI,Winnebago County,169283.0,14.0
10665,4003.0,2014.0,1,AZ,Cochise County,127314.0,16.0
10670,4007.0,2014.0,1,AZ,Gila County,53044.0,15.0
10677,4013.0,2014.0,1,AZ,Maricopa County,4093648.0,695.0
10684,4015.0,2014.0,1,AZ,Mohave County,203423.0,56.0
10688,4017.0,2014.0,1,AZ,Navajo County,107701.0,18.0
10692,4019.0,2014.0,1,AZ,Pima County,1004229.0,222.0
10697,4021.0,2014.0,1,AZ,Pinal County,395322.0,25.0
10701,4025.0,2014.0,1,AZ,Yavapai County,217716.0,52.0
10705,4027.0,2014.0,1,AZ,Yuma County,204054.0,35.0
10708,8001.0,2014.0,1,CO,Adams County,479946.0,88.0
10714,8005.0,2014.0,1,CO,Arapahoe County,619034.0,99.0
10721,8013.0,2014.0,1,CO,Boulder County,312233.0,33.0
10733,8031.0,2014.0,1,CO,Denver County,664582.0,130.0
10739,8035.0,2014.0,1,CO,Douglas County,314545.0,15.0
10744,8041.0,2014.0,1,CO,El Paso County,663129.0,132.0
10757,8059.0,2014.0,1,CO,Jefferson County,558819.0,80.0
10765,8069.0,2014.0,1,CO,Larimer County,324008.0,54.0
10772,8077.0,2014.0,1,CO,Mesa County,147113.0,17.0
10785,8101.0,2014.0,1,CO,Pueblo County,161356.0,37.0
10797,8123.0,2014.0,1,CO,Weld County,277112.0,29.0
10846,20091.0,2014.0,1,KS,Johnson County,572940.0,53.0
10855,20103.0,2014.0,1,KS,Leavenworth County,78554.0,11.0
10882,20155.0,2014.0,1,KS,Reno County,63701.0,10.0
10892,20173.0,2014.0,1,KS,Sedgwick County,508968.0,74.0
10896,20177.0,2014.0,1,KS,Shawnee County,178567.0,17.0
10914,20209.0,2014.0,1,KS,Wyandotte County,162246.0,10.0
10919,22005.0,2014.0,1,LA,Ascension Parish,117282.0,15.0
10927,22017.0,2014.0,1,LA,Caddo Parish,252605.0,15.0
10930,22019.0,2014.0,1,LA,Calcasieu Parish,196570.0,25.0
10939,22033.0,2014.0,1,LA,East Baton Rouge Parish,445119.0,56.0
10950,22051.0,2014.0,1,LA,Jefferson Parish,434078.0,104.0
10954,22055.0,2014.0,1,LA,Lafayette Parish,235695.0,31.0
10956,22057.0,2014.0,1,LA,Lafourche Parish,97886.0,25.0
10959,22063.0,2014.0,1,LA,Livingston Parish,135168.0,29.0
10965,22071.0,2014.0,1,LA,Orleans Parish,383940.0,104.0
10968,22073.0,2014.0,1,LA,Ouachita Parish,156360.0,14.0
10973,22079.0,2014.0,1,LA,Rapides Parish,132202.0,14.0
10987,22103.0,2014.0,1,LA,St. Tammany Parish,245237.0,63.0
10990,22105.0,2014.0,1,LA,Tangipahoa Parish,127010.0,24.0
10993,22109.0,2014.0,1,LA,Terrebonne Parish,113482.0,22.0
10998,22117.0,2014.0,1,LA,Washington Parish,46319.0,13.0
11021,28033.0,2014.0,1,MS,DeSoto County,170760.0,20.0
11029,28047.0,2014.0,1,MS,Harrison County,198340.0,42.0
11038,28059.0,2014.0,1,MS,Jackson County,141432.0,29.0
11055,28089.0,2014.0,1,MS,Madison County,100841.0,12.0
11073,28121.0,2014.0,1,MS,Rankin County,148426.0,11.0
11104,40017.0,2014.0,1,OK,Canadian County,129321.0,16.0
11106,40019.0,2014.0,1,OK,Carter County,48582.0,12.0
11108,40021.0,2014.0,1,OK,Cherokee County,48240.0,12.0
11112,40027.0,2014.0,1,OK,Cleveland County,269724.0,31.0
11116,40031.0,2014.0,1,OK,Comanche County,124778.0,24.0
11121,40037.0,2014.0,1,OK,Creek County,70559.0,19.0
11125,40041.0,2014.0,1,OK,Delaware County,41763.0,12.0
11131,40051.0,2014.0,1,OK,Grady County,53878.0,11.0
11147,40079.0,2014.0,1,OK,Le Flore County,50211.0,10.0
11157,40097.0,2014.0,1,OK,Mayes County,40918.0,10.0
11160,40101.0,2014.0,1,OK,Muskogee County,69725.0,28.0
11165,40109.0,2014.0,1,OK,Oklahoma County,766882.0,161.0
11176,40121.0,2014.0,1,OK,Pittsburg County,44847.0,16.0
11182,40131.0,2014.0,1,OK,Rogers County,89366.0,12.0
11185,40135.0,2014.0,1,OK,Sequoyah County,41852.0,14.0
11190,40143.0,2014.0,1,OK,Tulsa County,630918.0,118.0
11194,40145.0,2014.0,1,OK,Wagoner County,75651.0,20.0
11213,48027.0,2014.0,1,TX,Bell County,330149.0,17.0
11216,48029.0,2014.0,1,TX,Bexar County,1858003.0,181.0
11223,48039.0,2014.0,1,TX,Brazoria County,337570.0,20.0
11226,48041.0,2014.0,1,TX,Brazos County,208975.0,20.0
11250,48085.0,2014.0,1,TX,Collin County,884688.0,70.0
11268,48113.0,2014.0,1,TX,Dallas County,2519410.0,337.0
11278,48121.0,2014.0,1,TX,Denton County,753188.0,48.0
11288,48135.0,2014.0,1,TX,Ector County,154588.0,29.0
11293,48141.0,2014.0,1,TX,El Paso County,833783.0,74.0
11304,48157.0,2014.0,1,TX,Fort Bend County,684048.0,31.0
11311,48167.0,2014.0,1,TX,Galveston County,313367.0,43.0
11319,48181.0,2014.0,1,TX,Grayson County,123599.0,12.0
11330,48199.0,2014.0,1,TX,Hardin County,55510.0,10.0
11332,48201.0,2014.0,1,TX,Harris County,4455994.0,397.0
11344,48213.0,2014.0,1,TX,Henderson County,79324.0,13.0
11346,48215.0,2014.0,1,TX,Hidalgo County,829819.0,18.0
11363,48245.0,2014.0,1,TX,Jefferson County,252897.0,29.0
11368,48251.0,2014.0,1,TX,Johnson County,156733.0,15.0
11372,48257.0,2014.0,1,TX,Kaufman County,110872.0,14.0
11393,48303.0,2014.0,1,TX,Lubbock County,294433.0,27.0
11398,48309.0,2014.0,1,TX,McLennan County,243166.0,13.0
11409,48329.0,2014.0,1,TX,Midland County,156725.0,17.0
11416,48339.0,2014.0,1,TX,Montgomery County,517146.0,31.0
11426,48355.0,2014.0,1,TX,Nueces County,356657.0,56.0
11431,48361.0,2014.0,1,TX,Orange County,83244.0,13.0
11435,48367.0,2014.0,1,TX,Parker County,122147.0,13.0
11440,48375.0,2014.0,1,TX,Potter County,122061.0,14.0
11458,48409.0,2014.0,1,TX,San Patricio County,66656.0,11.0
11466,48423.0,2014.0,1,TX,Smith County,219642.0,17.0
11475,48439.0,2014.0,1,TX,Tarrant County,1946122.0,195.0
11481,48441.0,2014.0,1,TX,Taylor County,134987.0,15.0
11489,48453.0,2014.0,1,TX,Travis County,1152260.0,129.0
11495,48485.0,2014.0,1,TX,Wichita County,132646.0,19.0
11500,48491.0,2014.0,1,TX,Williamson County,487913.0,27.0
11513,53005.0,2014.0,1,WA,Benton County,186489.0,20.0
11517,53029.0,2014.0,1,WA,Island County,78690.0,13.0
11521,53033.0,2014.0,1,WA,King County,2085225.0,293.0
11527,53035.0,2014.0,1,WA,Kitsap County,253387.0,20.0
11532,53041.0,2014.0,1,WA,Lewis County,74844.0,10.0
11542,53053.0,2014.0,1,WA,Pierce County,832696.0,124.0
11548,53057.0,2014.0,1,WA,Skagit County,119966.0,10.0
11552,53061.0,2014.0,1,WA,Snohomish County,757239.0,124.0
11556,53063.0,2014.0,1,WA,Spokane County,482857.0,50.0
11561,53067.0,2014.0,1,WA,Thurston County,264909.0,20.0
11565,53071.0,2014.0,1,WA,Walla Walla County,59510.0,13.0
11568,53073.0,2014.0,1,WA,Whatcom County,208154.0,14.0
11572,53077.0,2014.0,1,WA,Yakima County,246870.0,23.0
11576,55025.0,2014.0,1,WI,Dane County,516282.0,78.0
11580,55055.0,2014.0,1,WI,Jefferson County,84361.0,13.0
11583,55059.0,2014.0,1,WI,Kenosha County,167836.0,35.0
11592,55071.0,2014.0,1,WI,Manitowoc County,79951.0,12.0
11600,55079.0,2014.0,1,WI,Milwaukee County,958426.0,241.0
11607,55087.0,2014.0,1,WI,Outagamie County,182148.0,13.0
11610,55089.0,2014.0,1,WI,Ozaukee County,87578.0,10.0
11617,55101.0,2014.0,1,WI,Racine County,194786.0,42.0
11622,55105.0,2014.0,1,WI,Rock County,160920.0,25.0
11625,55131.0,2014.0,1,WI,Washington County,133601.0,17.0
11627,55133.0,2014.0,1,WI,Waukesha County,395397.0,38.0
11632,55139.0,2014.0,1,WI,Winnebago County,169324.0,25.0
11639,4003.0,2015.0,1,AZ,Cochise County,126454.0,28.0
11642,4005.0,2015.0,1,AZ,Coconino County,138962.0,15.0
11645,4007.0,2015.0,1,AZ,Gila County,52978.0,12.0
11651,4013.0,2015.0,1,AZ,Maricopa County,4172905.0,706.0
11658,4015.0,2015.0,1,AZ,Mohave County,204574.0,58.0
11662,4017.0,2015.0,1,AZ,Navajo County,107638.0,10.0
11666,4019.0,2015.0,1,AZ,Pima County,1009103.0,224.0
11671,4021.0,2015.0,1,AZ,Pinal County,405614.0,45.0
11675,4025.0,2015.0,1,AZ,Yavapai County,220805.0,56.0
11680,4027.0,2015.0,1,AZ,Yuma County,205186.0,24.0
11683,8001.0,2015.0,1,CO,Adams County,490443.0,84.0
11689,8005.0,2015.0,1,CO,Arapahoe County,630984.0,98.0
11696,8013.0,2015.0,1,CO,Boulder County,318027.0,32.0
11708,8031.0,2015.0,1,CO,Denver County,683285.0,107.0
11712,8035.0,2015.0,1,CO,Douglas County,322025.0,18.0
11717,8041.0,2015.0,1,CO,El Paso County,674001.0,143.0
11729,8059.0,2015.0,1,CO,Jefferson County,564888.0,85.0
11737,8069.0,2015.0,1,CO,Larimer County,333303.0,40.0
11740,8071.0,2015.0,1,CO,Las Animas County,14043.0,11.0
11744,8077.0,2015.0,1,CO,Mesa County,148025.0,26.0
11758,8101.0,2015.0,1,CO,Pueblo County,163006.0,44.0
11770,8123.0,2015.0,1,CO,Weld County,285819.0,39.0
11797,20045.0,2015.0,1,KS,Douglas County,118141.0,11.0
11821,20091.0,2015.0,1,KS,Johnson County,579684.0,39.0
11856,20155.0,2015.0,1,KS,Reno County,63596.0,10.0
11866,20173.0,2015.0,1,KS,Sedgwick County,511083.0,72.0
11870,20177.0,2015.0,1,KS,Shawnee County,178689.0,19.0
11888,20209.0,2015.0,1,KS,Wyandotte County,163682.0,10.0
11893,22005.0,2015.0,1,LA,Ascension Parish,119374.0,16.0
11901,22017.0,2015.0,1,LA,Caddo Parish,251345.0,26.0
11904,22019.0,2015.0,1,LA,Calcasieu Parish,198450.0,16.0
11913,22033.0,2015.0,1,LA,East Baton Rouge Parish,445512.0,72.0
11921,22045.0,2015.0,1,LA,Iberia Parish,73747.0,12.0
11925,22051.0,2015.0,1,LA,Jefferson Parish,435175.0,116.0
11929,22055.0,2015.0,1,LA,Lafayette Parish,239332.0,28.0
11931,22057.0,2015.0,1,LA,Lafourche Parish,98314.0,12.0
11934,22063.0,2015.0,1,LA,Livingston Parish,137116.0,47.0
11940,22071.0,2015.0,1,LA,Orleans Parish,389742.0,96.0
11943,22073.0,2015.0,1,LA,Ouachita Parish,156880.0,23.0
11948,22079.0,2015.0,1,LA,Rapides Parish,131780.0,14.0
11954,22089.0,2015.0,1,LA,St. Charles Parish,52572.0,13.0
11959,22097.0,2015.0,1,LA,St. Landry Parish,83649.0,10.0
11963,22103.0,2015.0,1,LA,St. Tammany Parish,248930.0,61.0
11966,22105.0,2015.0,1,LA,Tangipahoa Parish,128716.0,24.0
11970,22109.0,2015.0,1,LA,Terrebonne Parish,113817.0,35.0
11973,22113.0,2015.0,1,LA,Vermilion Parish,59918.0,10.0
11976,22117.0,2015.0,1,LA,Washington Parish,46358.0,18.0
11999,28033.0,2015.0,1,MS,DeSoto County,173271.0,30.0
12007,28047.0,2015.0,1,MS,Harrison County,200674.0,17.0
12010,28049.0,2015.0,1,MS,Hinds County,244216.0,12.0
12017,28059.0,2015.0,1,MS,Jackson County,141354.0,25.0
12026,28073.0,2015.0,1,MS,Lamar County,60966.0,11.0
12045,28109.0,2015.0,1,MS,Pearl River County,54944.0,16.0
12052,28121.0,2015.0,1,MS,Rankin County,149447.0,12.0
12084,40017.0,2015.0,1,OK,Canadian County,133158.0,13.0
12087,40019.0,2015.0,1,OK,Carter County,48568.0,14.0
12089,40021.0,2015.0,1,OK,Cherokee County,48376.0,11.0
12093,40027.0,2015.0,1,OK,Cleveland County,273841.0,44.0
12097,40031.0,2015.0,1,OK,Comanche County,124005.0,12.0
12102,40037.0,2015.0,1,OK,Creek County,70801.0,10.0
12124,40079.0,2015.0,1,OK,Le Flore County,50018.0,10.0
12129,40087.0,2015.0,1,OK,McClain County,37973.0,10.0
12135,40097.0,2015.0,1,OK,Mayes County,40889.0,12.0
12138,40101.0,2015.0,1,OK,Muskogee County,69319.0,18.0
12143,40109.0,2015.0,1,OK,Oklahoma County,777373.0,136.0
12155,40125.0,2015.0,1,OK,Pottawatomie County,71479.0,11.0
12160,40131.0,2015.0,1,OK,Rogers County,90080.0,13.0
12168,40143.0,2015.0,1,OK,Tulsa County,640470.0,111.0
12172,40145.0,2015.0,1,OK,Wagoner County,76733.0,13.0
12193,48027.0,2015.0,1,TX,Bell County,336076.0,23.0
12196,48029.0,2015.0,1,TX,Bexar County,1894834.0,190.0
12204,48039.0,2015.0,1,TX,Brazoria County,345227.0,29.0
12206,48041.0,2015.0,1,TX,Brazos County,216258.0,17.0
12217,48061.0,2015.0,1,TX,Cameron County,419450.0,17.0
12231,48085.0,2015.0,1,TX,Collin County,915243.0,72.0
12238,48091.0,2015.0,1,TX,Comal County,128795.0,11.0
12250,48113.0,2015.0,1,TX,Dallas County,2557830.0,281.0
12259,48121.0,2015.0,1,TX,Denton County,779584.0,57.0
12269,48135.0,2015.0,1,TX,Ector County,159903.0,12.0
12274,48141.0,2015.0,1,TX,El Paso County,831898.0,57.0
12284,48157.0,2015.0,1,TX,Fort Bend County,715331.0,33.0
12292,48167.0,2015.0,1,TX,Galveston County,320974.0,49.0
12312,48201.0,2015.0,1,TX,Harris County,4557846.0,452.0
12321,48209.0,2015.0,1,TX,Hays County,194662.0,14.0
12325,48213.0,2015.0,1,TX,Henderson County,79492.0,13.0
12328,48215.0,2015.0,1,TX,Hidalgo County,839667.0,22.0
12345,48245.0,2015.0,1,TX,Jefferson County,255112.0,24.0
12350,48251.0,2015.0,1,TX,Johnson County,159345.0,13.0
12355,48257.0,2015.0,1,TX,Kaufman County,114055.0,13.0
12370,48291.0,2015.0,1,TX,Liberty County,79537.0,14.0
12376,48303.0,2015.0,1,TX,Lubbock County,298337.0,27.0
12384,48339.0,2015.0,1,TX,Montgomery County,535753.0,48.0
12390,48347.0,2015.0,1,TX,Nacogdoches County,65462.0,15.0
12395,48355.0,2015.0,1,TX,Nueces County,360504.0,53.0
12400,48361.0,2015.0,1,TX,Orange County,83955.0,12.0
12404,48367.0,2015.0,1,TX,Parker County,125640.0,15.0
12409,48375.0,2015.0,1,TX,Potter County,121272.0,14.0
12421,48423.0,2015.0,1,TX,Smith County,222390.0,19.0
12430,48439.0,2015.0,1,TX,Tarrant County,1984880.0,177.0
12436,48441.0,2015.0,1,TX,Taylor County,136133.0,18.0
12443,48451.0,2015.0,1,TX,Tom Green County,117514.0,10.0
12446,48453.0,2015.0,1,TX,Travis County,1179805.0,136.0
12471,53005.0,2015.0,1,WA,Benton County,190218.0,28.0
12476,53009.0,2015.0,1,WA,Clallam County,73202.0,12.0
12479,53011.0,2015.0,1,WA,Clark County,456939.0,59.0
12483,53015.0,2015.0,1,WA,Cowlitz County,102999.0,15.0
12491,53025.0,2015.0,1,WA,Grant County,93527.0,11.0
12494,53027.0,2015.0,1,WA,Grays Harbor County,71011.0,15.0
12497,53029.0,2015.0,1,WA,Island County,80022.0,11.0
12501,53033.0,2015.0,1,WA,King County,2126178.0,285.0
12508,53053.0,2015.0,1,WA,Pierce County,843778.0,110.0
12512,53067.0,2015.0,1,WA,Thurston County,267978.0,26.0
12518,53073.0,2015.0,1,WA,Whatcom County,211836.0,23.0
12522,53077.0,2015.0,1,WA,Yakima County,247800.0,26.0
12529,55009.0,2015.0,1,WI,Brown County,257856.0,19.0
12537,55039.0,2015.0,1,WI,Fond du Lac County,101955.0,15.0
12546,55055.0,2015.0,1,WI,Jefferson County,84488.0,10.0
12549,55059.0,2015.0,1,WI,Kenosha County,167910.0,31.0
12558,55071.0,2015.0,1,WI,Manitowoc County,79483.0,12.0
12561,55073.0,2015.0,1,WI,Marathon County,135314.0,12.0
12567,55079.0,2015.0,1,WI,Milwaukee County,958421.0,256.0
12574,55087.0,2015.0,1,WI,Outagamie County,183328.0,13.0
12583,55101.0,2015.0,1,WI,Racine County,194672.0,32.0
12587,55105.0,2015.0,1,WI,Rock County,161006.0,24.0
12592,55111.0,2015.0,1,WI,Sauk County,63271.0,12.0
12596,55117.0,2015.0,1,WI,Sheboygan County,115196.0,14.0
12603,55127.0,2015.0,1,WI,Walworth County,102475.0,13.0
12606,55131.0,2015.0,1,WI,Washington County,133906.0,13.0
12609,55133.0,2015.0,1,WI,Waukesha County,396237.0,34.0
12615,55139.0,2015.0,1,WI,Winnebago County,169246.0,22.0
